movie,query,clean_query,url,ipc,icr,similarity,trueLabel,opredict,ipredict
Harry Potter and the Order of the Phoenix,harry potter and the order of the phoenix online,harry potter phoenix,http://www.imdb.com/title/tt0373889/,1,0.6153846153846154,0.17570568183046295,n,y,y
Harry Potter and the Order of the Phoenix,harry potter and the phoenix,harry potter phoenix,http://www.imdb.com/title/tt0373889/,1,1.0,0.2851051754389218,y,y,y
Harry Potter and the Order of the Phoenix,harry potter order of phoenix,harry potter phoenix,"http://www.imdb.com/title/tt0373889/,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Order_of_the_Phoenix",2,0.625,0.1748254653775259,y,y,y
Harry Potter and the Order of the Phoenix,harry potter order of the pheonix,harry potter pheonix,"http://www.imdb.com/title/tt0373889/,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Order_of_the_Phoenix",2,0.625,0.1748254653775259,y,y,y
Harry Potter and the Order of the Phoenix,harry potter order of the phoenix,harry potter phoenix,"https://en.wikipedia.org/wiki/Harry_Potter_and_the_Order_of_the_Phoenix_%28film%29,https://www.rottentomatoes.com/m/harry_potter_and_the_order_of_the_phoenix/,http://www.imdb.com/title/tt0373889/,https://www.amazon.com/Harry-Potter-Order-Phoenix-Book/dp/0545582970,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Order_of_the_Phoenix",5,0.26490066225165565,0.1248326076433635,y,y,y
Harry Potter and the Order of the Phoenix,harry potter order of the phoenix full movie,harry potter phoenix,"http://www.imdb.com/title/tt0373889/,https://www.rottentomatoes.com/m/harry_potter_and_the_order_of_the_phoenix/",2,0.5471698113207547,0.2404076231240478,y,y,y
Harry Potter and the Order of the Phoenix,harry potter order phoenix full movie,harry potter phoenix,"http://www.imdb.com/title/tt0373889/,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Order_of_the_Phoenix_%28film%29,https://www.rottentomatoes.com/m/harry_potter_and_the_order_of_the_phoenix/",3,0.3333333333333333,0.2033975759007798,y,y,y
Harry Potter and the Order of the Phoenix,harry potter phoenix,harry potter phoenix,"http://www.imdb.com/title/tt0373889/,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Order_of_the_Phoenix_%28film%29,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Order_of_the_Phoenix",3,0.37735849056603776,0.13425454623800853,y,y,y
Harry Potter and the Order of the Phoenix,harry potter the order of phoenix,harry potter phoenix,"http://www.imdb.com/title/tt0373889/,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Order_of_the_Phoenix_%28film%29,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Order_of_the_Phoenix",3,0.4081632653061225,0.15967613740309858,y,y,y
Harry Potter and the Order of the Phoenix,order of phoenix,phoenix,"http://www.imdb.com/title/tt0373889/,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Order_of_the_Phoenix_%28film%29,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Order_of_the_Phoenix",3,0.4081632653061225,0.15967613740309858,y,y,y
Harry Potter and the Order of the Phoenix,order of the phoenix,phoenix,"https://en.wikipedia.org/wiki/Harry_Potter_and_the_Order_of_the_Phoenix_%28film%29,https://www.rottentomatoes.com/m/harry_potter_and_the_order_of_the_phoenix/,http://www.imdb.com/title/tt0373889/,https://www.amazon.com/Harry-Potter-Order-Phoenix-Book/dp/0545582970,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Order_of_the_Phoenix",5,0.2684563758389262,0.1341839059154594,y,y,y
Harry Potter and the Order of the Phoenix,order of the phoenix cast,phoenix,"http://www.imdb.com/title/tt0373889/,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Order_of_the_Phoenix_%28film%29",2,0.5862068965517241,0.20724132844658283,y,y,y
Harry Potter and the Order of the Phoenix,order of the phoenix movie,phoenix,"http://www.imdb.com/title/tt0373889/,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Order_of_the_Phoenix_%28film%29",2,0.5862068965517241,0.20724132844658283,n,y,y
Harry Potter and the Order of the Phoenix,the order of the phoenix,phoenix,"https://www.goodreads.com/book/show/2.Harry_Potter_and_the_Order_of_the_Phoenix,http://www.imdb.com/title/tt0373889/,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Order_of_the_Phoenix_%28film%29,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Order_of_the_Phoenix",4,0.38461538461538464,0.1794879907840444,y,y,y
Harry Potter and the Order of the Phoenix,5th harry potter,5th harry potter,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Order_of_the_Phoenix,1,1.0,0.06454575531613008,y,y,n
Harry Potter and the Order of the Phoenix,5th harry potter book,5th harry potter,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Order_of_the_Phoenix,1,1.0,0.06454575531613008,y,y,n
Harry Potter and the Order of the Phoenix,harry potter 2003,harry potter 2003,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Order_of_the_Phoenix,1,1.0,0.06454575531613008,n,y,n
Harry Potter and the Order of the Phoenix,harry potter 2007,harry potter 2007,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Order_of_the_Phoenix_%28film%29,1,0.0819277108433735,0.09151757763495603,y,y,n
Harry Potter and the Order of the Phoenix,harry potter 5 film,harry potter 5,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Order_of_the_Phoenix_%28film%29,1,1.0,0.12937748145424385,y,y,y
Harry Potter and the Order of the Phoenix,harry potter 5 full movie,harry potter 5,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Order_of_the_Phoenix_%28film%29,1,1.0,0.12937748145424385,y,y,y
Harry Potter and the Order of the Phoenix,harry potter 5 movie,harry potter 5,"https://en.wikipedia.org/wiki/Harry_Potter_and_the_Order_of_the_Phoenix_%28film%29,https://www.rottentomatoes.com/m/harry_potter_and_the_order_of_the_phoenix/",2,0.4603174603174603,0.16254377613170884,y,y,y
Harry Potter and the Order of the Phoenix,harry potter 5th book,harry potter 5th,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Order_of_the_Phoenix,1,1.0,0.06454575531613008,y,y,n
Harry Potter and the Order of the Phoenix,harry potter and order of phoenix,harry potter phoenix,"https://www.goodreads.com/book/show/2.Harry_Potter_and_the_Order_of_the_Phoenix,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Order_of_the_Phoenix_%28film%29,https://www.rottentomatoes.com/m/harry_potter_and_the_order_of_the_phoenix/,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Order_of_the_Phoenix",4,0.3669724770642202,0.1571392146266074,y,y,y
Harry Potter and the Order of the Phoenix,harry potter and order of phoenix full movie,harry potter phoenix,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Order_of_the_Phoenix_%28film%29,1,1.0,0.12937748145424385,y,y,y
Harry Potter and the Order of the Phoenix,harry potter and order of the phoenix,harry potter phoenix,"https://en.wikipedia.org/wiki/Harry_Potter_and_the_Order_of_the_Phoenix_%28film%29,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Order_of_the_Phoenix",2,0.5405405405405406,0.09696161838518697,y,y,n
Harry Potter and the Order of the Phoenix,harry potter and the goblet of fire,harry potter goblet fire,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Order_of_the_Phoenix,1,0.3252032520325203,0.14012390532152535,n,n,n
Harry Potter and the Order of the Phoenix,harry potter and the order,harry potter,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Order_of_the_Phoenix,1,1.0,0.06454575531613008,y,y,n
Harry Potter and the Order of the Phoenix,harry potter and the order of phoenix book,harry potter phoenix,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Order_of_the_Phoenix,1,1.0,0.06454575531613008,y,y,n
Harry Potter and the Order of the Phoenix,harry potter and the order of phoenix movie,harry potter phoenix,"https://en.wikipedia.org/wiki/Harry_Potter_and_the_Order_of_the_Phoenix_%28film%29,https://www.rottentomatoes.com/m/harry_potter_and_the_order_of_the_phoenix/",2,0.4603174603174603,0.16254377613170884,y,y,y
Harry Potter and the Order of the Phoenix,harry potter and the order of phoenix pdf,harry potter phoenix,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Order_of_the_Phoenix,1,1.0,0.06454575531613008,y,y,n
Harry Potter and the Order of the Phoenix,harry potter and the order of the pheonix,harry potter pheonix,"https://en.wikipedia.org/wiki/Harry_Potter_and_the_Order_of_the_Phoenix_%28film%29,https://www.rottentomatoes.com/m/harry_potter_and_the_order_of_the_phoenix/,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Order_of_the_Phoenix",3,0.3603603603603603,0.11190577008057154,n,y,y
Harry Potter and the Order of the Phoenix,harry potter and the order of the phoenix (2007),harry potter phoenix (2007),https://en.wikipedia.org/wiki/Harry_Potter_and_the_Order_of_the_Phoenix_%28film%29,1,1.0,0.12937748145424385,y,y,y
Harry Potter and the Order of the Phoenix,harry potter and the order of the phoenix 123,harry potter phoenix 123,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Order_of_the_Phoenix,1,1.0,0.06454575531613008,n,y,n
Harry Potter and the Order of the Phoenix,harry potter and the order of the phoenix book,harry potter phoenix,"https://www.amazon.com/Harry-Potter-Order-Phoenix-Book/dp/0545582970,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Order_of_the_Phoenix",2,0.7692307692307693,0.060837308049367864,n,y,n
Harry Potter and the Order of the Phoenix,harry potter and the order of the phoenix film,harry potter phoenix,"https://en.wikipedia.org/wiki/Harry_Potter_and_the_Order_of_the_Phoenix_%28film%29,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Order_of_the_Phoenix",2,0.5405405405405406,0.09696161838518697,n,y,n
Harry Potter and the Order of the Phoenix,harry potter and the order of the phoenix full movie,harry potter phoenix,"https://en.wikipedia.org/wiki/Harry_Potter_and_the_Order_of_the_Phoenix_%28film%29,https://www.rottentomatoes.com/m/harry_potter_and_the_order_of_the_phoenix/",2,0.4603174603174603,0.16254377613170884,n,y,y
Harry Potter and the Order of the Phoenix,harry potter and the order of the phoenix j k rowling,harry potter phoenix j k rowling,"https://www.amazon.com/Harry-Potter-Order-Phoenix-Book/dp/0545582970,https://www.goodreads.com/book/show/2.Harry_Potter_and_the_Order_of_the_Phoenix,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Order_of_the_Phoenix",3,0.6896551724137931,0.12019938900853921,n,y,y
Harry Potter and the Order of the Phoenix,harry potter and the order of the phoenix pdf,harry potter phoenix,"https://www.amazon.com/Harry-Potter-Order-Phoenix-Book/dp/0545582970,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Order_of_the_Phoenix",2,0.7692307692307693,0.060837308049367864,n,y,n
Harry Potter and the Order of the Phoenix,harry potter and the order of the phoenix wiki,harry potter phoenix,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Order_of_the_Phoenix,1,0.8,0.06889092350390563,n,y,n
Harry Potter and the Order of the Phoenix,harry potter book 5,harry potter 5,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Order_of_the_Phoenix,1,1.0,0.06454575531613008,y,y,n
Harry Potter and the Order of the Phoenix,harry potter fifth book,harry potter fifth,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Order_of_the_Phoenix,1,1.0,0.06454575531613008,y,y,n
Harry Potter and the Order of the Phoenix,harry potter film 5,harry potter 5,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Order_of_the_Phoenix_%28film%29,1,0.11409395973154365,0.11593242216350658,y,y,y
Harry Potter and the Order of the Phoenix,harry potter movie 5,harry potter 5,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Order_of_the_Phoenix_%28film%29,1,1.0,0.12937748145424385,y,y,y
Harry Potter and the Order of the Phoenix,harry potter order of the phoenix book,harry potter phoenix,"https://www.amazon.com/Harry-Potter-Order-Phoenix-Book/dp/0545582970,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Order_of_the_Phoenix",2,0.6451612903225806,0.06497023593013897,y,y,n
Harry Potter and the Order of the Phoenix,harry potter order of the phoenix movie,harry potter phoenix,"https://en.wikipedia.org/wiki/Harry_Potter_and_the_Order_of_the_Phoenix_%28film%29,https://www.rottentomatoes.com/m/harry_potter_and_the_order_of_the_phoenix/",2,0.4603174603174603,0.16254377613170884,y,y,y
Harry Potter and the Order of the Phoenix,harry potter part 5,harry potter 5,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Order_of_the_Phoenix_%28film%29,1,1.0,0.12937748145424385,y,y,y
Harry Potter and the Order of the Phoenix,harry potter phoenix name,harry potter phoenix,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Order_of_the_Phoenix_%28film%29,1,0.8095238095238095,0.09368362709849112,y,y,n
Harry Potter and the Order of the Phoenix,harry potter the order of the phoenix,harry potter phoenix,"https://en.wikipedia.org/wiki/Harry_Potter_and_the_Order_of_the_Phoenix_%28film%29,https://www.rottentomatoes.com/m/harry_potter_and_the_order_of_the_phoenix/,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Order_of_the_Phoenix",3,0.3539823008849557,0.11571734981780724,y,y,y
Harry Potter and the Order of the Phoenix,harry potter wikipedia,harry potter,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Order_of_the_Phoenix,1,0.026525198938992044,0.08386180752760633,n,y,n
Harry Potter and the Order of the Phoenix,harry potter year 5,harry potter year 5,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Order_of_the_Phoenix,1,1.0,0.06454575531613008,y,y,n
Harry Potter and the Order of the Phoenix,longest harry potter book,longest harry potter,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Order_of_the_Phoenix,1,0.9523809523809524,0.03927572619031311,n,y,n
Harry Potter and the Order of the Phoenix,order of the pheonix,pheonix,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Order_of_the_Phoenix,1,1.0,0.06454575531613008,y,y,n
Harry Potter and the Order of the Phoenix,order of the phoenix book,phoenix,"https://www.amazon.com/Harry-Potter-Order-Phoenix-Book/dp/0545582970,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Order_of_the_Phoenix",2,0.6451612903225806,0.06497023593013897,y,y,n
Harry Potter and the Order of the Phoenix,order of the phoenix members,phoenix,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Order_of_the_Phoenix,1,1.0,0.06454575531613008,y,y,n
Harry Potter and the Order of the Phoenix,order of the phoenix putlocker,phoenix putlocker,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Order_of_the_Phoenix_%28film%29,1,1.0,0.12937748145424385,n,y,y
Harry Potter and the Order of the Phoenix,watch harry potter and the order of phoenix,harry potter phoenix,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Order_of_the_Phoenix,1,1.0,0.06454575531613008,y,y,n
Harry Potter and the Order of the Phoenix,harry potter order,harry potter,https://www.amazon.com/Harry-Potter-Order-Phoenix-Book/dp/0545582970,1,0.013872832369942195,0.07664457097730792,n,y,n
Harry Potter and the Order of the Phoenix,harry potter order of books,harry potter,https://www.amazon.com/Harry-Potter-Order-Phoenix-Book/dp/0545582970,1,0.024489795918367342,0.056793857878885905,n,y,n
Harry Potter and the Order of the Phoenix,order of harry potter,harry potter,https://www.amazon.com/Harry-Potter-Order-Phoenix-Book/dp/0545582970,1,0.028169014084507043,0.08177814406265535,n,y,n
Harry Potter and the Order of the Phoenix,order of the phoenix chapters,phoenix chapters,https://en.wikibooks.org/wiki/Muggles%27_Guide_to_Harry_Potter/Books/Order_of_the_Phoenix,1,1.0,0.0612339928686501,n,y,n
Harry Potter and the Order of the Phoenix,harry potter and the order of fenix streaming,harry potter fenix,https://www.rottentomatoes.com/m/harry_potter_and_the_order_of_the_phoenix/,1,1.0,0.19571007080917383,y,y,y
Harry Potter and the Order of the Phoenix,harry potter and the order of pheonix,harry potter pheonix,https://www.rottentomatoes.com/m/harry_potter_and_the_order_of_the_phoenix/,1,1.0,0.19571007080917383,y,y,y
Harry Potter and the Order of the Phoenix,harry potter and the order of phoenix full,harry potter phoenix,https://www.rottentomatoes.com/m/harry_potter_and_the_order_of_the_phoenix/,1,1.0,0.19571007080917383,y,y,y
Harry Potter and the Order of the Phoenix,harry potter and the order of phoenix stream,harry potter phoenix,https://www.rottentomatoes.com/m/harry_potter_and_the_order_of_the_phoenix/,1,1.0,0.19571007080917383,y,y,y
Harry Potter and the Order of the Phoenix,harry potter and the order of the pheonix full movie,harry potter pheonix,https://www.rottentomatoes.com/m/harry_potter_and_the_order_of_the_phoenix/,1,1.0,0.19571007080917383,n,y,y
Harry Potter and the Order of the Phoenix,harry potter and the order of the phoenix 2007 movie,harry potter phoenix 2007,https://www.rottentomatoes.com/m/harry_potter_and_the_order_of_the_phoenix/,1,1.0,0.19571007080917383,y,y,y
Harry Potter and the Order of the Phoenix,harry potter and the order of the phoenix free,harry potter phoenix,https://www.rottentomatoes.com/m/harry_potter_and_the_order_of_the_phoenix/,1,0.6590909090909091,0.131008129515589,n,y,y
Harry Potter and the Order of the Phoenix,harry potter and the order of the phoenix full,harry potter phoenix,https://www.rottentomatoes.com/m/harry_potter_and_the_order_of_the_phoenix/,1,1.0,0.19571007080917383,n,y,y
Harry Potter and the Order of the Phoenix,harry potter and the order of the phoenix streaming,harry potter phoenix,https://www.rottentomatoes.com/m/harry_potter_and_the_order_of_the_phoenix/,1,1.0,0.19571007080917383,n,y,y
Harry Potter and the Order of the Phoenix,harry potter full movie,harry potter,https://www.rottentomatoes.com/m/harry_potter_and_the_order_of_the_phoenix/,1,0.05225225225225225,0.21157700444755193,n,n,n
Harry Potter and the Order of the Phoenix,harry potter online movie,harry potter,https://www.rottentomatoes.com/m/harry_potter_and_the_order_of_the_phoenix/,1,0.2,0.2414127377287295,n,y,y
Harry Potter and the Order of the Phoenix,the order of phoenix,phoenix,https://www.rottentomatoes.com/m/harry_potter_and_the_order_of_the_phoenix/,1,0.7435897435897436,0.1344730812504275,y,y,y
Harry Potter and the Order of the Phoenix,harry potter books,harry potter,https://www.goodreads.com/book/show/2.Harry_Potter_and_the_Order_of_the_Phoenix,1,0.004966887417218543,0.08359619370069775,n,y,n
Hotel Transylvania,cast of hotel transylvania,hotel transylvania,https://en.wikipedia.org/wiki/Hotel_Transylvania,1,1.0,0.2204895545863468,n,n,n
Hotel Transylvania,cast of hotel transylvania 2,hotel transylvania 2,https://en.wikipedia.org/wiki/Hotel_Transylvania_2,1,1.0,0.21620898081982465,n,n,n
Hotel Transylvania,dennis hotel transylvania,dennis hotel transylvania,https://en.wikipedia.org/wiki/Hotel_Transylvania_2,1,1.0,0.21620898081982465,n,n,n
Hotel Transylvania,film hotel transylvania,hotel transylvania,https://en.wikipedia.org/wiki/Hotel_Transylvania,1,1.0,0.2204895545863468,n,n,n
Hotel Transylvania,hotel trancilvania,hotel trancilvania,https://en.wikipedia.org/wiki/Hotel_Transylvania,1,1.0,0.2204895545863468,n,n,n
Hotel Transylvania,hotel trans,hotel trans,https://en.wikipedia.org/wiki/Hotel_Transylvania,1,1.0,0.2204895545863468,n,n,n
Hotel Transylvania,hotel transalvania,hotel transalvania,https://en.wikipedia.org/wiki/Hotel_Transylvania,1,1.0,0.2204895545863468,n,n,n
Hotel Transylvania,hotel transelvania,hotel transelvania,https://en.wikipedia.org/wiki/Hotel_Transylvania,1,1.0,0.2204895545863468,n,n,n
Hotel Transylvania,hotel transilvania,hotel transilvania,https://en.wikipedia.org/wiki/Hotel_Transylvania,1,1.0,0.2204895545863468,n,n,n
Hotel Transylvania,hotel transilvania 2,hotel transilvania 2,https://en.wikipedia.org/wiki/Hotel_Transylvania_2,1,1.0,0.21620898081982465,n,n,n
Hotel Transylvania,hotel transilvanya,hotel transilvanya,https://en.wikipedia.org/wiki/Hotel_Transylvania,1,1.0,0.2204895545863468,n,n,n
Hotel Transylvania,hotel translvania,hotel translvania,https://en.wikipedia.org/wiki/Hotel_Transylvania,1,1.0,0.2204895545863468,n,n,n
Hotel Transylvania,hotel translyvania,hotel translyvania,https://en.wikipedia.org/wiki/Hotel_Transylvania,1,1.0,0.2204895545863468,n,n,n
Hotel Transylvania,hotel transvania,hotel transvania,https://en.wikipedia.org/wiki/Hotel_Transylvania,1,1.0,0.2204895545863468,n,n,n
Hotel Transylvania,hotel transyl,hotel transyl,https://en.wikipedia.org/wiki/Hotel_Transylvania,1,1.0,0.2204895545863468,n,n,n
Hotel Transylvania,hotel transylvania,hotel transylvania,"https://en.wikipedia.org/wiki/Hotel_Transylvania,https://en.wikipedia.org/wiki/Hotel_Transylvania_2",2,0.21428571428571427,0.2204071400760114,n,n,n
Hotel Transylvania,hotel transylvania 1,hotel transylvania 1,https://en.wikipedia.org/wiki/Hotel_Transylvania,1,1.0,0.2204895545863468,n,n,n
Hotel Transylvania,hotel transylvania 1 movie,hotel transylvania 1,https://en.wikipedia.org/wiki/Hotel_Transylvania,1,1.0,0.2204895545863468,n,n,n
Hotel Transylvania,hotel transylvania 2,hotel transylvania 2,"https://en.wikipedia.org/wiki/Hotel_Transylvania,https://en.wikipedia.org/wiki/Hotel_Transylvania_2",2,0.28125,0.21834926770308571,n,n,n
Hotel Transylvania,hotel transylvania 2 2015,hotel transylvania 2 2015,https://en.wikipedia.org/wiki/Hotel_Transylvania_2,1,1.0,0.21620898081982465,n,n,n
Hotel Transylvania,hotel transylvania 2 full movie,hotel transylvania 2,"https://en.wikipedia.org/wiki/Hotel_Transylvania_2,https://www.commonsensemedia.org/movie-reviews/hotel-transylvania-2",2,0.05263157894736842,0.2369778155209251,n,n,n
Hotel Transylvania,hotel transylvania 2 mavis,hotel transylvania 2 mavis,https://en.wikipedia.org/wiki/Hotel_Transylvania_2,1,0.4736842105263158,0.2203659328208437,n,n,n
Hotel Transylvania,hotel transylvania 2 wiki,hotel transylvania 2,https://en.wikipedia.org/wiki/Hotel_Transylvania_2,1,1.0,0.21620898081982465,n,n,n
Hotel Transylvania,hotel transylvania 2012,hotel transylvania 2012,"https://en.wikipedia.org/wiki/Hotel_Transylvania,https://en.wikipedia.org/wiki/Hotel_Transylvania_2",2,0.28125,0.21834926770308571,n,n,n
Hotel Transylvania,hotel transylvania 3,hotel transylvania 3,https://en.wikipedia.org/wiki/Hotel_Transylvania,1,0.9583333333333334,0.2512521675311277,n,n,n
Hotel Transylvania,hotel transylvania 4,hotel transylvania 4,https://en.wikipedia.org/wiki/Hotel_Transylvania,1,1.0,0.2204895545863468,n,n,n
Hotel Transylvania,hotel transylvania 4 2021,hotel transylvania 4 2021,https://en.wikipedia.org/wiki/Hotel_Transylvania,1,1.0,0.2204895545863468,n,n,n
Hotel Transylvania,hotel transylvania 4 wiki,hotel transylvania 4,https://en.wikipedia.org/wiki/Hotel_Transylvania,1,1.0,0.2204895545863468,n,n,n
Hotel Transylvania,hotel transylvania cartoon,hotel transylvania cartoon,https://en.wikipedia.org/wiki/Hotel_Transylvania,1,1.0,0.2204895545863468,n,n,n
Hotel Transylvania,hotel transylvania cast,hotel transylvania,"https://en.wikipedia.org/wiki/Hotel_Transylvania,https://en.wikipedia.org/wiki/Hotel_Transylvania_2",2,0.28125,0.21834926770308571,n,n,n
Hotel Transylvania,hotel transylvania characters,hotel transylvania,https://en.wikipedia.org/wiki/Hotel_Transylvania,1,0.9583333333333334,0.1871001858107757,n,n,n
Hotel Transylvania,hotel transylvania characters names,hotel transylvania,https://en.wikipedia.org/wiki/Hotel_Transylvania,1,1.0,0.2204895545863468,n,n,n
Hotel Transylvania,hotel transylvania film,hotel transylvania,https://en.wikipedia.org/wiki/Hotel_Transylvania,1,1.0,0.2204895545863468,n,n,n
Hotel Transylvania,hotel transylvania free,hotel transylvania,https://en.wikipedia.org/wiki/Hotel_Transylvania,1,1.0,0.2204895545863468,n,n,n
Hotel Transylvania,hotel transylvania movie,hotel transylvania,https://en.wikipedia.org/wiki/Hotel_Transylvania,1,1.0,0.2204895545863468,n,n,n
Hotel Transylvania,hotel transylvania movies,hotel transylvania,https://en.wikipedia.org/wiki/Hotel_Transylvania,1,1.0,0.2204895545863468,n,n,n
Hotel Transylvania,hotel transylvania mummy,hotel transylvania mummy,https://en.wikipedia.org/wiki/Hotel_Transylvania,1,1.0,0.2204895545863468,n,n,n
Hotel Transylvania,hotel transylvania soundtrack,hotel transylvania,https://en.wikipedia.org/wiki/Hotel_Transylvania,1,1.0,0.2204895545863468,n,n,n
Hotel Transylvania,hotel transylvania the series cast,hotel transylvania,https://en.wikipedia.org/wiki/Hotel_Transylvania,1,1.0,0.2204895545863468,n,n,n
